labeled_ratio,trial,seed,method,round_idx,epoch_in_round,global_epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_acc_improvement
0.3,5,46,pso,1,2,2,1.268817,0.549037,1.219823,0.5628,0.559637,0.0448
0.3,5,46,pso,1,3,3,1.088763,0.616667,1.147749,0.595,0.594067,0.0322
0.3,5,46,pso,1,4,4,0.947397,0.667704,1.170722,0.5846,0.582147,-0.0104
0.3,5,46,pso,2,1,5,0.934994,0.674592,1.078782,0.6274,0.626202,0.0428
0.3,5,46,pso,2,2,6,0.803722,0.719681,1.07345,0.6314,0.631527,0.004
0.3,5,46,pso,2,3,7,0.691597,0.759116,1.089711,0.63,0.62154,-0.0014
0.3,5,46,pso,2,4,8,0.578138,0.797825,1.141849,0.6406,0.634925,0.0106
0.3,5,46,pso,3,1,9,0.4698,0.841093,1.207207,0.6426,0.643236,0.002
0.3,5,46,pso,3,2,10,0.36861,0.875231,1.270026,0.6384,0.633418,-0.0042
0.3,5,46,pso,3,3,11,0.289671,0.904613,1.325461,0.633,0.633639,-0.0054
0.3,5,46,pso,3,4,12,0.207712,0.932647,1.502923,0.6358,0.639056,0.0028
0.5,1,42,manual,1,1,1,1.539066,0.448622,1.256181,0.5502,0.542298,0.0
0.5,1,42,manual,1,2,2,1.154055,0.592133,1.105816,0.6114,0.608847,0.0612
0.5,1,42,manual,1,3,3,0.99072,0.652978,1.01592,0.6326,0.632888,0.0212
0.5,1,42,manual,1,4,4,0.872344,0.694,0.995399,0.651,0.647163,0.0184
0.5,1,42,manual,2,1,5,0.757221,0.736026,0.977744,0.6638,0.6626,0.0128
0.5,1,42,manual,2,2,6,0.653042,0.771441,0.951871,0.6732,0.676906,0.0094
0.5,1,42,manual,2,3,7,0.570226,0.805066,0.97757,0.6716,0.669051,-0.0016
0.5,1,42,manual,2,4,8,0.477525,0.83476,1.054806,0.6696,0.668716,-0.002
0.5,1,42,manual,3,1,9,0.561358,0.805665,1.019704,0.6638,0.66154,-0.0058
0.5,1,42,manual,3,2,10,0.468664,0.838927,1.085354,0.6534,0.65289,-0.0104
0.5,1,42,manual,3,3,11,0.392971,0.866738,1.080565,0.6722,0.670035,0.0188
0.5,1,42,manual,3,4,12,0.319083,0.892618,1.094943,0.6784,0.68103,0.0062
0.5,1,42,pso,1,1,1,1.536172,0.450756,1.254367,0.5504,0.538951,0.0
0.5,1,42,pso,1,2,2,1.135438,0.600044,1.092245,0.6128,0.615841,0.0624
0.5,1,42,pso,1,3,3,0.966368,0.658356,1.037124,0.6362,0.630156,0.0234
0.5,1,42,pso,1,4,4,0.843973,0.704622,0.976043,0.6644,0.663711,0.0282
0.5,1,42,pso,2,1,5,0.719865,0.747048,0.977481,0.6668,0.668263,0.0024
0.5,1,42,pso,2,2,6,0.618081,0.783524,0.977078,0.6816,0.682436,0.0148
0.5,1,42,pso,2,3,7,0.531643,0.812423,0.97451,0.6834,0.682732,0.0018
0.5,1,42,pso,2,4,8,0.445394,0.845022,1.014516,0.6878,0.687552,0.0044
0.5,1,42,pso,3,1,9,0.362356,0.876376,1.123545,0.675,0.673843,-0.0128
0.5,1,42,pso,3,2,10,0.284745,0.903188,1.1832,0.681,0.680765,0.006
0.5,1,42,pso,3,3,11,0.220519,0.926638,1.328369,0.6742,0.673334,-0.0068
0.5,1,42,pso,3,4,12,0.176092,0.941223,1.459034,0.6672,0.667475,-0.007
0.5,2,43,manual,1,1,1,1.51156,0.454044,1.249947,0.5574,0.556108,0.0
0.5,2,43,manual,1,2,2,1.105128,0.608356,1.085406,0.618,0.611501,0.0606
0.5,2,43,manual,1,3,3,0.918599,0.676622,1.037998,0.6416,0.635466,0.0236
0.5,2,43,manual,1,4,4,0.784952,0.725822,0.987443,0.6566,0.658897,0.015
0.5,2,43,manual,2,1,5,0.627074,0.783966,1.013351,0.656,0.654517,-0.0006
0.5,2,43,manual,2,2,6,0.513615,0.819578,1.027964,0.6784,0.675736,0.0224
0.5,2,43,manual,2,3,7,0.404286,0.858776,1.109911,0.6634,0.661423,-0.015
0.5,2,43,manual,2,4,8,0.308913,0.894895,1.223793,0.6664,0.662987,0.003
0.5,2,43,manual,3,1,9,0.400061,0.857992,1.100727,0.6692,0.670905,0.0028
0.5,2,43,manual,3,2,10,0.301119,0.896466,1.235957,0.6544,0.656748,-0.0148
0.5,2,43,manual,3,3,11,0.22099,0.923173,1.360345,0.6554,0.654505,0.001
0.5,2,43,manual,3,4,12,0.175809,0.940281,1.450061,0.6572,0.655019,0.0018
0.5,2,43,pso,1,1,1,1.525844,0.453956,1.317834,0.5236,0.501365,0.0
0.5,2,43,pso,1,2,2,1.103295,0.608044,1.084182,0.613,0.611109,0.0894
0.5,2,43,pso,1,3,3,0.916329,0.678089,1.002194,0.6488,0.643667,0.0358
0.5,2,43,pso,1,4,4,0.769937,0.731022,1.020308,0.6546,0.654769,0.0058
0.5,2,43,pso,2,1,5,0.619749,0.781198,0.967983,0.671,0.670912,0.0164
0.5,2,43,pso,2,2,6,0.501181,0.824079,1.022695,0.667,0.664274,-0.004
0.5,2,43,pso,2,3,7,0.392507,0.865437,1.083198,0.6672,0.663244,0.0002
0.5,2,43,pso,2,4,8,0.294182,0.900199,1.264585,0.6612,0.661087,-0.006
0.5,2,43,pso,3,1,9,0.487252,0.826853,1.015578,0.6652,0.667767,0.004
0.5,2,43,pso,3,2,10,0.377727,0.869243,1.142881,0.65,0.648844,-0.0152
0.5,2,43,pso,3,3,11,0.284895,0.90413,1.161782,0.674,0.670978,0.024
0.5,2,43,pso,3,4,12,0.202859,0.931153,1.337408,0.662,0.663532,-0.012
0.5,3,44,manual,1,1,1,1.514046,0.452578,1.266777,0.5536,0.54513,0.0
0.5,3,44,manual,1,2,2,1.108806,0.607556,1.053467,0.6206,0.617857,0.067
0.5,3,44,manual,1,3,3,0.924615,0.674667,1.032363,0.6404,0.643731,0.0198
0.5,3,44,manual,1,4,4,0.77678,0.725911,0.967527,0.661,0.657907,0.0206
0.5,3,44,manual,2,1,5,0.618329,0.780802,0.976866,0.6728,0.675611,0.0118
0.5,3,44,manual,2,2,6,0.496372,0.8227,1.072805,0.6608,0.655034,-0.012
0.5,3,44,manual,2,3,7,0.387339,0.861857,1.096373,0.6764,0.674966,0.0156
0.5,3,44,manual,2,4,8,0.293475,0.8973,1.227191,0.6686,0.664958,-0.0078
0.5,3,44,manual,3,1,9,0.299245,0.895863,1.203651,0.6714,0.672112,0.0028
0.5,3,44,manual,3,2,10,0.204519,0.928273,1.373364,0.6624,0.666195,-0.009
0.5,3,44,manual,3,3,11,0.163224,0.943614,1.548199,0.6584,0.654967,-0.004
0.5,3,44,manual,3,4,12,0.111865,0.962771,1.686345,0.6526,0.656213,-0.0058
0.5,3,44,pso,1,1,1,1.543861,0.440844,1.239503,0.5584,0.550756,0.0
0.5,3,44,pso,1,2,2,1.164939,0.583111,1.093653,0.6112,0.612438,0.0528
0.5,3,44,pso,1,3,3,0.989763,0.651733,1.014984,0.6468,0.642501,0.0356
0.5,3,44,pso,1,4,4,0.868394,0.694667,1.000627,0.6508,0.646478,0.004
0.5,3,44,pso,2,1,5,0.733377,0.741541,0.972258,0.667,0.666165,0.0162
0.5,3,44,pso,2,2,6,0.637613,0.777474,0.94837,0.6812,0.683444,0.0142
0.5,3,44,pso,2,3,7,0.545955,0.809214,0.981327,0.6848,0.682514,0.0036
0.5,3,44,pso,2,4,8,0.467253,0.83749,1.019632,0.6816,0.675729,-0.0032
0.5,3,44,pso,3,1,9,0.458285,0.841634,1.0529,0.6776,0.674589,-0.004
0.5,3,44,pso,3,2,10,0.366686,0.873835,1.076977,0.6784,0.680624,0.0008
0.5,3,44,pso,3,3,11,0.301439,0.898862,1.124855,0.677,0.677799,-0.0014
0.5,3,44,pso,3,4,12,0.230452,0.924466,1.223488,0.6782,0.678125,0.0012
0.5,4,45,manual,1,1,1,1.6001,0.425022,1.389183,0.5108,0.502945,0.0
0.5,4,45,manual,1,2,2,1.228779,0.560711,1.238993,0.5636,0.549195,0.0528
0.5,4,45,manual,1,3,3,1.049962,0.629467,1.108994,0.6094,0.601451,0.0458
0.5,4,45,manual,1,4,4,0.922479,0.677511,1.062416,0.6326,0.634532,0.0232
0.5,4,45,manual,2,1,5,0.811646,0.714148,1.02823,0.6494,0.644673,0.0168
0.5,4,45,manual,2,2,6,0.721623,0.749913,0.997253,0.6634,0.662677,0.014
0.5,4,45,manual,2,3,7,0.639725,0.77821,1.012032,0.6642,0.665113,0.0008
0.5,4,45,manual,2,4,8,0.558547,0.806376,1.036553,0.6602,0.661321,-0.004
0.5,4,45,manual,3,1,9,0.552952,0.807983,1.085751,0.6528,0.653226,-0.0074
0.5,4,45,manual,3,2,10,0.472635,0.836352,1.132754,0.655,0.657097,0.0022
0.5,4,45,manual,3,3,11,0.403106,0.859957,1.182054,0.6538,0.654591,-0.0012
0.5,4,45,manual,3,4,12,0.330044,0.887811,1.242133,0.6542,0.65668,0.0004
0.5,4,45,pso,1,1,1,1.52896,0.451556,1.3071,0.5432,0.541205,0.0
0.5,4,45,pso,1,2,2,1.162225,0.588133,1.109186,0.5996,0.593178,0.0564
0.5,4,45,pso,1,3,3,0.989763,0.652133,1.010023,0.6484,0.64715,0.0488
0.5,4,45,pso,1,4,4,0.847299,0.702711,0.978236,0.6538,0.651332,0.0054
0.5,4,45,pso,2,1,5,0.712355,0.753321,0.97588,0.6572,0.653799,0.0034
0.5,4,45,pso,2,2,6,0.599147,0.79202,1.009174,0.6636,0.665666,0.0064
0.5,4,45,pso,2,3,7,0.506031,0.825319,1.098919,0.6614,0.658436,-0.0022
0.5,4,45,pso,2,4,8,0.404215,0.861404,1.094532,0.6696,0.671688,0.0082
0.5,4,45,pso,3,1,9,0.309095,0.893785,1.176141,0.6668,0.666757,-0.0028
0.5,4,45,pso,3,2,10,0.232067,0.921591,1.348903,0.6592,0.659222,-0.0076
0.5,4,45,pso,3,3,11,0.168481,0.944844,1.464093,0.6526,0.652347,-0.0066
0.5,4,45,pso,3,4,12,0.133028,0.95614,1.597178,0.6604,0.658373,0.0078
0.5,5,46,manual,1,1,1,1.483149,0.470489,1.253035,0.5554,0.550725,0.0
0.5,5,46,manual,1,2,2,1.113278,0.609556,1.109259,0.6142,0.612044,0.0588
0.5,5,46,manual,1,3,3,0.94002,0.674133,0.993864,0.6498,0.647578,0.0356
0.5,5,46,manual,1,4,4,0.796445,0.722311,0.948304,0.6684,0.664314,0.0186
0.5,5,46,manual,2,1,5,0.66269,0.766478,0.963328,0.6624,0.662563,-0.006
0.5,5,46,manual,2,2,6,0.543022,0.81287,0.974024,0.6832,0.681731,0.0208
0.5,5,46,manual,2,3,7,0.435416,0.850348,1.11112,0.6622,0.657827,-0.021
0.5,5,46,manual,2,4,8,0.332729,0.885435,1.133276,0.6652,0.66871,0.003
0.5,5,46,manual,3,1,9,0.435453,0.847404,1.044418,0.6734,0.675758,0.0082
0.5,5,46,manual,3,2,10,0.319919,0.89,1.102544,0.6656,0.667516,-0.0078
0.5,5,46,manual,3,3,11,0.244377,0.915404,1.317345,0.654,0.654062,-0.0116
0.5,5,46,manual,3,4,12,0.177411,0.942128,1.451399,0.6536,0.65621,-0.0004
0.5,5,46,pso,1,1,1,1.484676,0.464311,1.254182,0.5556,0.539822,0.0
0.5,5,46,pso,1,2,2,1.107548,0.606844,1.058616,0.6256,0.622148,0.07
0.5,5,46,pso,1,3,3,0.909973,0.676533,1.042832,0.6358,0.623921,0.0102
0.5,5,46,pso,1,4,4,0.760566,0.731911,0.955483,0.674,0.671739,0.0382
0.5,5,46,pso,2,1,5,0.614381,0.781928,1.018155,0.6682,0.668404,-0.0058
0.5,5,46,pso,2,2,6,0.480524,0.833048,1.073513,0.6754,0.676795,0.0072
0.5,5,46,pso,2,3,7,0.378579,0.86593,1.179233,0.6642,0.660416,-0.0112
0.5,5,46,pso,2,4,8,0.274911,0.904336,1.360696,0.6608,0.657983,-0.0034
0.5,5,46,pso,3,1,9,0.385735,0.861926,1.17909,0.6726,0.670999,0.0118
0.5,5,46,pso,3,2,10,0.268287,0.906177,1.321806,0.6602,0.658402,-0.0124
0.5,5,46,pso,3,3,11,0.202959,0.931309,1.43197,0.667,0.663574,0.0068
0.5,5,46,pso,3,4,12,0.159087,0.945497,1.687969,0.6608,0.662745,-0.0062
